User_Id,Combined_Genre,Score
1703,black metal,95
1494,death metal,84
430,black metal|punk,75
416,thrash metal,60
1752,ambient black metal,91
2038,folk doom metal|death doom metal,89
1500,heavy metal,80
1494,death metal,85
1318,new wave of british heavy metal,82
950,power metal,90
1767,avantgarde black metal,87
670,black metal,100
1465,black metal,67
2001,black metal,95
1494,,91
1494,,89
2039,grindcore,99
2040,blackened death metal,66
1589,black metal,90
1650,symphonic metal,85
2041,black metal,78
1066,heavy metal,97
2042,gothic metal,100
410,atmospheric black metal,100
202,death metal,73
638,heavy metal,46
2043,,99
1575,doom metal,80
2044,thrash metal|speed metal,80
2045,,94
2046,black metal,17
1996,black metal,99
2047,progressive metal,94
2048,progressive metal|symphonic power metal,98
2049,death metal,63
2050,black metal,99
2051,black metal,80
590,heavy metal|power metal,66
1552,,100
2052,blackened death metal,86
2032,experimental rock|avantgarde metal|progressive metal,21
722,black metal,65
263,gothic metal,55
2053,death metal,95
2054,industrial grindcore|death metal,80
1296,folk doom metal,97
1296,,65
2055,black metal,92
2055,black metal|death metal,95
1421,melodic death metal,90
1812,drone doom metal|dark ambient,100
2056,heavy metal,100
2057,blackened death metal,80
1472,black metal|gothic metal,98
663,heavy metal,80
2058,black metal,85
2058,black metal,90
2058,black metal,100
2058,black metal,99
2058,black metal,50
2058,death metal,99
2058,death metal|thrash metal,99
2058,black metal,70
2058,drone doom metal|dark ambient,99
2059,black metal,85
1783,power metal,59
2032,death metal,97
1318,death doom metal,87
1561,,95
1561,us power metal,95
1561,heavy metal|power metal,92
2060,progressive metal,100
1907,symphonic power metal|j rock,75
2061,hard rock,98
2062,death metal|funeral doom metal,100
1921,funeral doom metal,96
2022,black metal,98
600,black metal,75
600,black metal,90
600,black metal,70
600,thrash metal|death metal,90
600,death metal,95
600,black metal,75
600,,70
600,black metal,70
600,power metal,80
600,black metal|death metal,90
600,death metal,70
1561,heavy metal|speed metal,99
2063,death metal,94
686,progressive power metal,85
873,black metal,44
873,black metal|avantgarde black metal|industrial black metal,57
873,black metal,0
873,,44
873,funeral doom metal,57
873,black metal|avantgarde metal,82
873,atmospheric black metal,79
1977,power metal,92
2057,blackened death metal,94
1575,neoclassical rock|progressive rock,68
1784,brutal death metal|technical death metal,70
1593,gothic metal,96
2032,,15
2064,black metal,78
366,melodic death metal|metalcore,85
1800,black metal,98
2065,experimental rock|avantgarde metal|progressive metal,95
2065,instrumental post-metal,100
2064,symphonic black metal,78
2051,,90
492,pagan black metal,92
2051,black metal,60
2051,black metal,70
2065,extreme sludge metal|doom metal,80
2065,experimental rock|avantgarde metal|progressive metal,95
2058,progressive death metal,95
2058,black metal,100
2066,symphonic black metal,85
2067,funeral doom metal,88
1248,,100
2068,black metal,92
835,hard rock|heavy metal,87
1977,progressive metal,90
2069,gothic metal,90
2058,ambient black metal,95
2058,ambient black metal,95
2058,ambient black metal,95
2058,extreme power metal,100
2058,,100
2058,,95
2070,,100
2071,metalcore|hardcore,85
2062,,91
1941,blackened death metal,94
1465,black metal,92
1418,atmospheric doom metal|atmospheric gothic metal,83
1561,progressive metal|power metal,92
1941,avantgarde metal,99
1561,heavy metal|power metal,97
2072,black metal,82
2072,black metal,96
2072,black metal,98
2072,black metal,89
2072,black metal,80
2072,black metal,86
1406,teutonic thrash metal,91
2009,death metal,85
2009,death metal,84
2009,gore grindcore,87
2009,death metal,92
2009,death metal,85
2009,death metal,78
2009,brutal death metal,86
1465,black metal,84
1465,black metal,96
1318,death doom metal,87
2073,power metal,85
1465,,92
1575,melodic metalcore,73
1875,thrash metal,95
1875,black metal,90
1875,viking black metal|first wave of black metal,95
1875,death metal,30
2074,heavy metal|hard rock,100
1127,power metal,60
1752,,84
1425,heavy metal,100
638,heavy metal,40
1724,,88
2074,power metal|heavy metal,85
2074,heavy metal|power metal,100
638,thrash metal,76
638,melodic death metal,75
2075,,50
1318,death doom metal,78
1705,black metal,97
482,doom metal|gothic metal|crossover thrash metal,92
2074,stoner metal,85
2075,death metal,89
2075,first wave of black metal,85
2074,avantgarde black metal,100
722,black metal,80
2076,heavy metal,89
638,speed metal,70
2064,black metal,97
1381,black metal,67
1381,black metal,73
1381,heavy metal|power metal|speed metal|thrash metal,88
1390,experimental doom metal,40
1279,power metal,90
2077,speed metal|thrash metal|us industrial metal,85
1472,black metal|gothic metal,83
379,symphonic metal,15
2078,avantgarde black metal,67
1801,gothenburg metal,40
2079,symphonic gothic metal,85
2074,us power metal,85
2074,heavy metal,90
627,crossover thrash metal,93
2080,heavy metal,95
2081,heavy metal,95
2082,avantgarde metal,79
1318,,84
250,experimental rock|avantgarde metal|progressive metal,30
1478,black metal|death metal,93
348,black metal,84
2083,,85
2074,,85
2084,brutal death metal|grindcore,95
1942,power metal,83
2074,power metal,90
2074,heavy metal,100
2085,technical death metal,90
1642,progressive metal,95
2079,symphonic gothic metal,90
1410,power metal,25
2074,industrial heavy metal,70
2086,black metal,91
2075,black metal,95
2075,death metal,90
1058,drone doom metal|psychedelic stoner metal,87
1968,black metal|death metal,10
2034,thrash metal,90
2034,,100
1327,progressive death metal,95
2075,goregrind|death metal,90
2075,avantgarde metal|progressive metal|symphonic metal,98
1642,,96
1067,death doom metal,87
1465,ambient black metal,87
1280,thrash metal,100
2075,alternative rock,99
2087,heavy metal,20
2075,atmospheric sludge metal|post-hardcore,95
2075,power metal,67
2075,death doom metal,76
1936,,93
1941,melodic death metal,100
2074,hard rock|heavy metal,80
2075,heavy metal|power metal,92
2074,thrash metal,85
342,heavy metal,100
486,death doom metal,89
2075,,50
2075,stoner metal,81
2075,heavy metal|power metal,91
2075,thrash metal,88
2088,,89
2075,black metal,95
2089,power metal,93
2075,progressive metal,80
1318,death doom metal,87
2034,thrash metal,86
2090,death metal,95
1375,black metal,99
1330,technical death metal,86
1375,gothenburg metal,100
1530,death n roll,82
1375,gothenburg metal,95
348,death metal,96
2091,,100
1152,power metal,84
2091,avantgarde metal,90
2072,black metal,98
2072,black metal,94
2072,black metal,93
2072,black metal,100
2072,black metal,86
2072,black metal,91
2072,black metal,90
2091,death metal,100
2009,death metal,2
2009,grindcore,15
2009,brutal death metal,96
2009,death metal,86
1861,gothic metal,100
1381,black metal|crust punk,86
2092,,92
1318,,90
692,black metal,77
1439,progressive death metal,90
2044,stoner metal,95
2093,progressive metal,90
1883,teutonic thrash metal,98
628,black metal,71
2048,,90
1702,ambient black metal,90
2094,black metal,95
2095,doom metal,90
2096,death metal,85
2074,us power metal,85
2096,heavy metal,80
2096,death metal|thrash metal,60
1575,gothic doom metal,88
2009,brutal death metal,45
2009,brutal death metal,55
2009,death metal,25
2009,death metal,10
2009,thrash metal,33
2009,death metal,64
2097,sludge metal|grindcore,84
2097,grindcore,100
2097,black metal,85
2077,progressive metal,80
2098,heavy metal,95
1330,power metal,96
2096,,90
1330,symphonic black metal,80
2096,deathcore,90
2099,grindcore|death metal,100
2096,black metal,0
2100,technical death metal,80
1067,death metal,86
2101,progressive metal|symphonic power metal,88
1943,gothic doom metal,100
2102,death metal,68
2103,heavy metal|hard rock,100
517,black metal,91
1937,technical death metal,90
2075,,92
396,experimental rock|avantgarde metal|progressive metal,95
2075,heavy metal,75
396,progressive death metal,100
2100,technical death metal,100
2104,heavy metal,100
1524,,62
1878,bay area thrash metal,75
2105,brutal death metal|deathgrind|technical death metal,90
109,progressive metal,100
2092,black metal,42
1234,black metal,100
2106,black metal,80
2107,death metal,85
1724,black metal|crust punk,11
2064,death doom metal,94
2027,,89
2075,industrial metal|post-punk,80
2078,power metal,60
2108,symphonic black metal,94
2075,thrash metal,85
1316,power metal,85
1640,blackened death metal,90
442,gothenburg metal,5
1982,black metal|punk,100
847,power metal,65
2096,black metal|thrash metal|death metal,75
1575,power metal,85
2109,pagan black metal,100
2075,symphonic black metal,85
1472,melodic death metal,70
2110,death metal,85
2111,deathcore,100
1122,black metal,90
2112,brutal death metal,77
2027,,88
2027,,90
2027,funeral doom metal,90
1244,black metal|crust punk,98
1667,extreme power metal,45
121,thrash metal,17
2078,heavy metal,75
2064,,86
1152,melodic metalcore,82
2072,death metal,91
2072,death metal,93
2072,death metal,100
2072,death metal,96
2072,death metal,95
2072,death metal,100
2072,death metal,96
1315,thrash metal,93
2027,,95
1597,thrash metal,70
1996,black metal,12
2073,heavy metal,90
1996,industrial metal,43
1285,metalcore|melodic death metal,75
1285,drone doom metal|dark ambient,85
1667,symphonic black metal,15
1524,pagan black metal,95
2113,blackened doom metal,100
1994,symphonic metal,100
2114,avantgarde metal|symphonic metal,95
2115,death metal,98
1561,power metal,74
1561,power metal,80
263,symphonic metal,80
993,,85
692,heavy metal,78
1816,power metal,98
692,symphonic power metal|j rock,78
2116,technical death metal,27
991,heavy metal|us power metal,85
2117,black metal,85
2064,black metal,100
1994,gothic metal|symphonic black metal,80
2075,alternative rock,90
1878,black metal,74
1907,black metal,80
319,black metal,100
2075,death metal,95
1152,brutal death metal|technical death metal,83
2118,black metal|dark ambient,89
1152,atmospheric sludge metal|post-hardcore,87
2119,black metal,93
2120,black metal|death metal,98
2120,melodic black metal,100
2120,,80
2120,,80
2120,avantgarde metal,80
2118,avantgarde metal,96
1683,,70
348,sludge metal|grindcore,80
692,,92
2064,black metal,1
2121,atmospheric black metal,99
2075,black metal|viking folk metal,88
2075,thrash metal,65
2122,extreme progressive metal,84
86,thrash metal,85
2075,,88
886,industrial metal,90
1724,stoner metal|doom metal|avantgarde metal,80
1724,black metal,65
1152,technical thrash metal|math metal|progressive metal,78
2123,black metal,33
416,gothic metal|progressive metal,96
372,death doom metal,100
1561,power metal,71
1561,thrash metal|industrial metal,93
2124,black metal,95
1827,technical death metal,75
2105,,80
1974,extreme folk metal,84
2052,death metal,67
2125,death metal,1
348,melodic death metal|thrash metal,97
348,gothenburg metal,71
1316,alternative thrash metal,82
2126,avantgarde metal,68
1316,power metal,97
1318,death doom metal,87
1315,heavy metal,74
1561,heavy metal,94
2044,doom metal|sludge metal,97
984,progressive death metal|technical death metal,92
1898,blackened death metal,95
2075,power metal,87
1248,power metal,84
2075,black metal,90
2127,glam metal,5
1320,hard rock|alternative metal,84
1575,gothic metal,50
2128,technical death metal,95
1318,new wave of british heavy metal,90
2129,progressive hard rock,50
348,technical death metal,95
326,death metal,95
2100,technical death metal,100
1575,power metal,49
2130,extreme folk metal,85
1898,progressive metal,35
416,blackened death metal,97
1907,black metal,80
2127,,90
2127,death metal,96
1907,death metal,95
2131,thrash metal,80
1883,atmospheric black metal,91
1883,black metal,79
2112,funeral doom metal,80
2132,heavy metal,60
1907,depressive black metal,95
1316,power metal,86
2075,doom metal,65
2133,black metal|death metal|thrash metal,87
1248,heavy metal|folk metal,64
1767,,82
2134,heavy metal,70
2134,thrash metal,90
2134,,85
2134,teutonic thrash metal,100
2134,death doom metal,85
2064,doom metal|heavy metal,89
1907,black metal,80
2135,progressive metal,100
434,speed metal,95
434,power metal,95
847,black metal,78
847,thrash metal,64
847,,72
847,,68
1646,death metal,88
1664,viking black metal,90
2136,drone doom metal,80
1841,black metal,88
1212,progressive thrash metal,100
2137,gothic doom metal,100
2075,extreme progressive metal,99
2064,power metal,93
1055,,30
1883,teutonic thrash metal,97
1883,black metal,80
969,progressive black metal|avantgarde metal,94
1590,sludge metal|stoner metal,83
1907,,70
1152,drone doom metal|dark ambient,71
2138,heavy metal,50
1472,black metal,74
2136,doom metal,80
1561,progressive metal|symphonic power metal,96
678,thrash metal|us power metal,86
2139,power metal,68
1279,black metal|thrash metal,98
2136,,80
1757,,85
950,power metal,77
2140,black metal|thrash metal,100
2141,progressive metal,78
2142,funeral doom metal,90
2143,black metal,90
1936,gothic metal|progressive metal,90
2064,,97
2064,black metal,76
2115,black metal|crust punk,65
985,brutal death metal,95
2144,death metal,90
1472,power metal|thrash metal,69
2145,extreme power metal,73
1757,,85
1757,first wave of black metal,80
2146,ambient black metal,99
2146,atmospheric black metal,98
2147,heavy metal,85
2148,heavy metal,85
1152,,92
2148,,98
886,industrial metal,89
886,death metal,72
2145,death metal|thrash metal,40
1037,extreme power metal|melodic death metal,95
2149,extreme power metal|melodic death metal,95
2105,death metal,92
2105,,70
1956,thrash metal,100
2150,,80
1135,power metal,94
433,death metal,94
2151,progressive heavy metal,65
2152,heavy metal|hard rock,89
2064,progressive metal,12
2134,power metal,50
2134,technical death metal,80
2134,heavy metal,30
2134,technical thrash metal|math metal|progressive metal,100
1561,doom metal,93
434,heavy metal,45
1996,black metal,100
2145,,35
1724,drone doom metal|dark ambient,26
2105,alternative metal,100
2153,death metal|funeral doom metal,95
1523,black metal,91
2154,black metal,70
2075,heavy metal|us power metal,80
2134,death metal,82
2134,thrash metal,68
372,,88
663,power metal,90
1939,heavy metal,88
372,,80
2155,gothic metal,95
1942,extreme power metal|melodic death metal,95
1936,gothic metal,89
764,thrash metal,91
2145,folk metal,64
2074,bay area thrash metal,85
2075,power metal,60
2156,,92
2064,depressive black metal,73
2157,death metal|thrash metal,90
2158,heavy metal,88
984,technical death metal,96
1996,brutal death metal,96
1996,black metal,36
1784,progressive metal|symphonic power metal,90
1784,industrial metal,100
2064,,92
1589,black metal,87
2074,progressive metal,80
2074,neoclassical power metal,75
2074,heavy metal|hard rock,85
2074,,80
1886,extreme power metal,97
1646,black metal,98
2158,black metal,95
2159,thrash metal,90
1703,death metal,100
2160,progressive heavy metal,100
2145,melodic death metal|gothic metal,75
686,,67
686,pagan black metal,50
2161,drone doom metal|psychedelic rock,95
1784,extreme progressive metal,57
1381,progressive heavy metal,96
2162,thrash metal,95
2163,technical death metal|progressive grindcore,100
416,extreme progressive metal,75
1212,black metal|doom metal,54
1561,doom metal,99
1561,power metal,83
1561,thrash metal|heavy metal|power metal,82
1316,power metal,95
942,progressive heavy metal,79
721,melodic death metal,80
1384,progressive heavy metal,87
1523,doom metal,93
1574,heavy metal,95
1806,heavy metal|folk metal,60
121,black metal|crust punk,8
2134,death metal,100
2134,alternative metal,90
434,grindcore,80
2096,death metal,80
2152,brutal death metal,93
886,symphonic metal,83
2164,death metal,70
434,gothic metal,75
1878,death metal,91
1878,glam rock|glam metal,42
2096,black metal,70
2096,black metal,75
2096,,75
1561,epic doom metal,88
732,power metal,99
2165,symphonic power metal,96
2166,black metal,94
2167,gothic doom metal,98
2168,funeral doom metal|drone,80
1752,black metal,87
1886,neoclassical power metal|progressive metal,100
2078,heavy metal,97
1936,experimental death metal,95
1593,,100
466,progressive metal|power metal,94
1907,black metal,90
628,heavy metal,79
2169,symphonic metal,100
2164,technical death metal,97
2086,doom metal|sludge metal,92
2086,,94
2134,death metal,84
2086,death metal,93
434,black metal,95
2145,melodic black metal|viking black metal,44
2170,black metal,85
2145,melodic black metal|viking black metal,55
2145,melodic black metal|viking black metal,10
1336,heavy metal,88
1336,stoner metal,93
1336,hard rock,60
1956,death metal,100
2171,groove metal,95
2171,death metal,20
47,grindcore|technical deathcore,92
2121,black metal,95
1907,black metal,85
847,,92
2145,black metal,7
2145,death metal,50
2145,,80
1724,stoner metal|doom metal|avantgarde metal,92
2170,,90
2145,thrash metal,5
1336,speed metal|thrash metal,89
1336,symphonic power metal,75
1336,heavy metal,59
2167,death metal,95
2172,symphonic black metal,90
1653,black metal,75
1653,black metal|crust punk,90
1152,drone doom metal|psychedelic rock,10
680,death metal|thrash metal,80
2173,symphonic black metal,97
2145,death metal,50
342,,90
2145,melodic death metal,20
2174,,85
2145,death metal,30
2175,melodic death metal,89
835,progressive metal,93
35,heavy metal|speed metal,87
1336,,82
1336,hard rock,72
1336,death metal|doom metal,76
803,death metal,92
1757,death metal,70
1757,,60
2176,power metal,99
2177,,70
2177,funeral doom metal,80
2177,black metal,70
2177,funeral doom metal,90
2177,black metal,80
2177,death doom metal,85
2177,doom metal,80
656,black metal,89
1316,power metal,95
1827,death metal,96
2178,heavy metal|power metal,100
2116,death metal,12
2009,death metal,90
2009,gothic metal,72
2009,black metal|death metal,80
2009,death metal,62
2009,grindcore,94
2009,death metal,30
2009,death metal,71
2009,death metal,60
2009,death metal,58
2009,symphonic metal|gothic metal,73
2009,depressive black metal|post-punk,77
2009,death metal,75
2009,avantgarde death metal|brutal death metal,66
2009,brutal death metal,92
2009,death metal,68
2009,gore grindcore,82
2009,black metal,80
2179,progressive metal,100
1936,dark ambient|neoclassical,90
835,hard rock,10
1922,black metal,95
1907,,75
2136,heavy metal,70
1561,thrash metal|death metal,85
1574,melodic death metal|thrash metal,94
2180,black metal|crust punk,91
1298,black metal,90
2181,progressive thrash metal,95
638,symphonic metal,85
2064,black metal,93
638,death metal,94
638,symphonic metal,95
1898,heavy metal,88
2182,melodic death metal|doom metal,98
2183,doom metal,25
1561,power metal,99
2121,extreme sludge metal|doom metal,90
2184,industrial death metal,95
2185,avantgarde metal|progressive death metal,100
2185,blackened death metal,95
2185,,100
2145,folk metal,67
2145,folk metal,70
2145,folk metal,77
835,folk metal,95
2145,black metal,22
2145,black metal,45
1500,gothenburg metal|alternative metal,40
2119,melodic death metal,98
1500,,25
638,power metal|progressive metal,72
1561,power metal,85
2075,,85
2085,death metal,90
638,heavy metal|power metal,78
638,heavy metal|us power metal,60
1212,doom metal,79
2186,,89
638,,88
2187,black metal,84
886,synth pop,69
434,industrial metal,80
434,industrial metal,90
2188,black metal|grindcore,80
2136,,40
1575,doom metal,70
1721,bay area thrash metal,98
2189,power metal,90
2125,technical death metal|brutal death metal,90
2062,funeral doom metal,67
2190,thrash metal,98
2185,,95
2185,,75
2185,industrial metal,90
2191,,85
1575,groove metal,40
2192,black metal,85
2192,black metal,83
2193,,96
2019,black metal,0
1646,thrash metal|melodic death metal,77
2194,doom metal,92
1116,,99
1561,progressive power metal,91
103,,85
1724,death metal,70
2100,death metal,90
298,doom metal,100
298,,87
2195,progressive metal,92
1318,death doom metal,84
1316,hard rock|heavy metal,89
2181,symphonic power metal,65
2193,power metal,96
2170,black metal,75
2170,black metal|folk metal,87
1298,black metal,90
1298,grindcore,95
950,heavy metal,79
494,,65
1318,death doom metal,88
2096,death metal|thrash metal|heavy metal,85
1116,hard rock|blues rock,95
2193,thrash metal,94
1907,depressive black metal,85
1907,ambient black metal,95
2196,death metal,60
638,,40
2112,heavy metal,65
2197,heavy metal,70
2197,viking black metal,75
2197,celtic folk metal,60
2197,melodic death metal,67
2197,experimental black metal,78
2198,hard rock|heavy metal,80
2181,,92
1336,melodic metalcore,98
1336,heavy metal|hard rock,17
1336,thrash metal,75
1646,death metal|thrash metal,23
2199,black metal,90
434,,85
1883,teutonic thrash metal,95
2170,black metal,85
2200,atmospheric black metal,90
2200,black metal|doom metal,94
1316,power metal,95
103,,90
1037,progressive death metal,30
2201,thrash metal,0
1152,technical death metal,83
1152,ambient,85
2202,,75
428,extreme power metal,94
490,,88
490,melodic black metal|doom metal,80
1101,blackened death metal,90
434,melodic black metal|doom metal,50
2158,black metal,97
2163,gothenburg metal,90
2203,melodic black metal|blackened death metal|industrial metal,85
2197,black metal,90
2197,experimental rock,79
2204,black metal,95
1148,deathcore,90
1148,brutal death metal,95
2096,,95
1148,brutal death metal,90
1048,thrash metal,86
437,symphonic black metal|power metal,89
1298,black metal,70
1070,black metal,100
1070,black metal,90
2205,progressive death metal,98
2206,melodic black metal|doom metal,90
2157,technical death metal,60
886,technical death metal,73
886,,58
1484,thrash metal,25
1575,gothic doom metal,87
1575,folk metal,65
2136,industrial metal,80
2207,brutal death metal|technical death metal,100
2075,black metal,80
1827,death metal,87
1667,melodic black metal,15
1248,,75
1275,goregrind|brutal death metal,100
1275,death metal,80
2100,death metal,90
1019,black metal|crust punk,53
2208,neo-classical power heavy metal,95
1575,power metal|progressive metal,20
2189,power metal,100
1996,black metal,100
1996,,12
1996,,100
1275,death metal,100
2209,,87
2210,extreme power metal,100
1275,,70
179,ambient|darkwave,73
1898,heavy metal,63
1101,black metal,38
2211,thrash metal,82
2211,,100
2075,sludge metal,70
2211,thrash metal,45
2211,blackened thrash metal,30
1484,blackened death metal,75
1375,gothenburg metal,95
640,thrash metal,45
640,thrash metal,30
640,atmospheric gothic metal,90
640,alternative metal,85
740,blackened thrash metal|blackened speed metal,86
1101,death metal,60
1637,new wave of british heavy metal,75
2212,death metal|heavy metal,20
179,,83
2213,melodic death metal,90
2158,thrash metal,95
2214,death metal,87
1575,folk metal,69
2127,death metal,31
1936,gothenburg metal|alternative metal,70
1605,black metal,90
1996,,12
1996,atmospheric black metal|post-metal,92
2215,grindcore,89
2216,progressive black metal|avantgarde metal,24
1478,thrash metal,70
1246,black metal|death metal,95
2211,thrash metal,90
2211,thrash metal,91
2211,black metal,86
1752,black metal,60
1752,black metal,84
2075,stoner metal,90
1270,ambient black metal,95
2216,black metal,33
2136,heavy metal,70
2216,black metal,71
1575,melodic death metal|folk metal,42
1575,,65
2217,black metal,80
686,goregrind,90
103,black metal|crust punk,90
2218,black metal,88
1575,gothic doom metal,93
2219,grindcore|death metal,70
2219,deathgrind,90
2219,heavy metal,60
2220,alternative metal|extreme progressive metal,95
2023,black metal,95
2077,thrash metal,85
2221,black metal,87
2200,black metal,90
1336,power metal,25
1336,heavy metal|hard rock,82
2213,symphonic metal,85
2022,black metal,85
1318,heavy metal,78
2222,symphonic power metal,84
2216,,77
2223,black metal,5
2134,power metal,90
2134,avantgarde black metal,92
2134,power metal,86
1883,thrash metal,79
2127,,87
2127,,89
2224,black metal|crust punk,98
2200,black metal,90
2200,technical death metal,85
2200,folk metal|black metal,94
2225,death metal,96
2225,brutal death metal,98
2225,brutal death metal|technical death metal,95
2225,ambient,96
1804,extreme progressive metal,55
2075,folk metal|black metal,95
2226,black metal,95
2227,black metal,80
1784,progressive metal,90
2213,melodic death metal|symphonic metal,97
2225,brutal death metal|technical death metal,100
2216,black metal,22
2125,black metal,87
1709,progressive metal|psychedelic rock,96
1907,black metal,100
1522,,68
1227,black metal,70
886,industrial metal,27
2228,symphonic power metal,80
2229,,80
2230,brutal death metal,95
2231,brutal death metal,5
835,power metal,70
2232,avantgarde metal,27
1589,black metal,100
1244,black metal,98
1522,,70
2233,heavy metal|sludge metal|stoner metal,87
2028,power metal,65
2201,thrash metal,100
1315,heavy metal,93
2229,black metal,76
416,melodic death metal|black metal,77
1878,death metal|thrash metal,87
1878,heavy metal|power metal,44
2234,black metal,95
1152,progressive death metal,86
1152,avantgarde metal|black metal,88
1152,death metal|thrash metal,74
2213,,85
1752,melodic metalcore,60
1462,power metal,93
2187,,77
2235,,78
1898,power metal,43
2229,,95
2236,industrial black metal,98
777,,86
2237,,82
2193,power metal,92
2229,melodic death metal,96
2193,heavy metal,88
2193,heavy metal|us power metal,74
2193,heavy metal,77
2237,symphonic metal,48
2237,technical deathcore,97
2227,black metal,70
2237,black metal|grindcore,90
2238,thrash metal,79
2239,thrash metal,92
2240,thrash metal,90
2241,thrash metal,86
1210,,96
2242,,90
2243,deathcore,64
1152,atmospheric sludge metal|post-hardcore,100
835,heavy metal,86
835,hard rock,50
1331,black metal,88
1875,technical death metal,80
2244,heavy metal,90
1907,black metal,95
1784,electronic avantgarde,80
2245,death metal|thrash metal,97
2213,gothic metal,95
886,punk|hardcore,89
2193,progressive heavy metal,85
200,power metal,88
1152,drone metal,96
1898,heavy metal,85
1190,melodic death metal|metalcore,99
686,folk metal,80
2125,black metal,99
2200,black metal,96
2246,black metal,84
1120,black metal,95
835,thrash metal,87
1996,black metal,72
1561,melodic death metal|thrash metal,97
2247,progressive metal,100
978,new wave of british heavy metal|heavy metal,90
2227,progressive black metal,60
1168,deathcore,88
92,progressive heavy metal,29
2200,gothic doom metal,85
2200,funeral doom metal|black metal,90
1561,alternative thrash metal|industrial metal,73
2200,depressive black metal,65
2200,death doom metal,92
2200,black metal,93
2200,doom metal|neofolk,80
2200,heavy metal,90
1037,thrash metal,89
1226,black metal,59
2248,brutal death metal|technical death metal,100
2244,heavy metal|doom metal,84
1336,heavy metal|hard rock,85
2249,black metal,90
2250,,95
1879,death metal|thrash metal,85
2251,atmospheric black metal,90
1696,progressive heavy metal,90
2252,gothic metal,70
1752,black metal,87
2253,gothic metal,77
1852,black metal,95
2254,heavy metal,75
1539,progressive heavy metal,29
2255,stoner metal|stoner rock,70
2075,alternative metal|rock,85
1784,progressive metal,54
1125,progressive metal,85
2256,gothic metal,40
2257,ambient black metal,100
1030,progressive heavy metal,84
2211,,97
2258,blackened death metal,85
1561,power metal,66
1972,death metal,75
1972,black metal,90
1972,black metal,95
1972,black metal,97
1972,black metal,85
2200,black metal,95
2200,atmospheric black metal,90
2200,ambient black metal,85
2200,technical death metal,88
2259,ambient black metal|neofolk,95
2259,ambient black metal|neofolk,90
2259,black metal,95
2260,death metal,85
1784,industrial progressive metal,99
1784,progressive metal,96
2213,symphonic black metal|gothic metal,85
2261,black metal,65
2213,gothic metal,75
1331,melodic black metal,71
2075,death metal,70
2262,power metal,68
434,thrash metal,85
434,progressive power metal,75
2263,heavy metal|gothic rock,100
1565,power metal,70
1575,viking folk metal,67
1878,death metal,76
1557,gothic metal|symphonic black metal,88
253,funeral doom metal|death doom metal,65
2264,thrash metal,84
1572,death metal,80
1101,black metal,85
1575,gothic doom metal,34
1101,black metal,73
1575,gothic doom metal|death doom metal,97
1572,,92
2265,black metal,98
1757,death doom metal,90
1336,gothic metal,3
225,heavy metal,82
638,heavy metal|power metal,48
225,first wave of black metal|avantgarde metal|thrash metal,71
2219,power metal,85
2219,death metal,75
628,avantgarde black metal|death metal,19
1101,death metal,87
1561,gothic metal,19
2154,acoustic rock|ambient,90
2241,bay area thrash metal,79
1101,death metal,81
2075,bay area thrash metal,70
640,thrash metal,70
1724,sludge metal|doom metal,90
847,depressive black metal|post-punk,78
1589,,95
2266,death metal|symphonic metal|blackened death metal,90
1168,brutal death metal,91
583,,21
973,,85
1320,death metal,88
2213,melodic black metal|viking black metal,80
1046,symphonic black metal|power metal,90
1212,,84
2267,technical deathcore,98
2234,progressive death metal,83
1406,,84
1757,blackened death metal,85
1757,death doom metal,95
2268,funeral doom metal|ambient,30
1784,electronic avantgarde,16
1919,doom metal,95
1101,atmospheric black metal|post-metal,78
1575,,40
2269,heavy metal,40
1406,heavy metal,68
219,death metal,74
1565,heavy metal,69
1565,heavy metal|us power metal,60
1565,power metal,80
2266,gothic metal,15
2270,heavy metal|speed metal,92
434,death metal,80
396,avantgarde metal,95
1101,melodic death metal,89
1880,technical death metal,92
1757,industrial metal,40
1757,death doom metal,60
1916,extreme power metal,94
1648,drone doom metal,92
2271,heavy metal,100
2271,hard rock,95
2271,us heavy metal|power metal,95
2271,hard rock|heavy metal,100
2271,heavy metal|us power metal,25
72,death doom metal,65
2272,black metal|avantgarde metal,95
2193,power metal|folk metal,84
2193,,88
638,progressive heavy metal,22
777,death metal,85
2273,death metal,68
1287,blackened death metal,90
2274,blackened thrash metal|melodic death metal|thrash metal,85
2275,heavy metal,100
1248,power metal,94
2268,death metal,100
2264,power metal,93
1572,folk doom metal|death doom metal,80
1101,melodic death metal,52
2272,new wave of british heavy metal|doom metal,90
2276,post-metal,97
1331,brutal death metal,96
2277,doom metal,87
2278,,100
1135,power metal,86
434,stoner metal|sludge metal,85
2279,black metal,94
2280,thrash metal|death metal,83
2281,black metal,100
2280,grindcore|melodic death metal,65
1878,progressive metal,90
2282,avantgarde black metal,95
2244,new wave of british heavy metal,100
434,progressive metal,55
2283,grindcore,90
1907,ambient black metal,95
2279,black metal,87
2284,deathcore,85
2285,,95
1757,,25
1757,teutonic thrash metal,90
1757,stoner metal,50
2286,black metal,95
2287,viking folk metal,100
2064,black metal,65
433,progressive metal,90
433,death metal,88
433,brutal death metal,87
1510,folk metal,98
1406,hard rock,91
2202,,90
1724,,69
2288,thrash metal|death metal,85
1067,alternative rock,80
2289,,95
640,experimental rock,95
1757,doom metal|stoner metal,85
1757,doom metal|stoner metal,90
